# These are fake values which do not correspond to any physical SiPM									
# portID	slaveID	chipID	channelID	regionID	xi	yi	x	y	z
# Connector F1									
0	0	0	42	0	5	2	17.6	8	0
0	0	0	43	0	5	3	17.6	11.2	0
0	0	0	44	0	5	4	17.6	14.4	0
0	0	0	45	0	5	5	17.6	17.6	0
0	0	0	46	0	5	6	17.6	20.8	0
0	0	0	47	0	5	7	17.6	24	0
0	0	0	48	0	6	0	20.8	1.6	0
0	0	0	49	0	6	1	20.8	4.8	0
0	0	0	50	0	6	2	20.8	8	0
0	0	0	51	0	6	3	20.8	11.2	0
0	0	0	52	0	6	4	20.8	14.4	0
0	0	0	53	0	6	5	20.8	17.6	0
0	0	0	54	0	6	6	20.8	20.8	0
0	0	0	55	0	6	7	20.8	24	0
0	0	0	56	0	7	0	24	1.6	0
0	0	0	57	0	7	1	24	4.8	0
0	0	0	58	0	7	2	24	8	0
0	0	0	59	0	7	3	24	11.2	0
0	0	0	60	0	7	4	24	14.4	0
0	0	0	61	0	7	5	24	17.6	0
0	0	0	62	0	7	6	24	20.8	0
0	0	0	63	0	7	7	24	24	0
# Connector F2									
0	0	2	0	0	0	0	1.6	1.6	0
0	0	2	1	0	0	1	1.6	4.8	0
0	0	2	2	0	0	2	1.6	8	0
0	0	2	3	0	0	3	1.6	11.2	0
0	0	2	4	0	0	4	1.6	14.4	0
0	0	2	5	0	0	5	1.6	17.6	0
0	0	2	6	0	0	6	1.6	20.8	0
0	0	2	7	0	0	7	1.6	24	0
0	0	2	8	0	1	0	4.8	1.6	0
0	0	2	9	0	1	1	4.8	4.8	0
0	0	2	10	0	1	2	4.8	8	0
0	0	2	11	0	1	3	4.8	11.2	0
0	0	2	12	0	1	4	4.8	14.4	0
0	0	2	13	0	1	5	4.8	17.6	0
0	0	2	14	0	1	6	4.8	20.8	0
0	0	2	15	0	1	7	4.8	24	0
0	0	2	16	0	2	0	8	1.6	0
0	0	2	17	0	2	1	8	4.8	0
0	0	2	18	0	2	2	8	8	0
0	0	2	19	0	2	3	8	11.2	0
0	0	2	20	0	2	4	8	14.4	0
0	0	2	21	0	2	5	8	17.6	0
0	0	2	22	0	2	6	8	20.8	0
0	0	2	23	0	2	7	8	24	0
0	0	2	24	0	3	0	11.2	1.6	0
0	0	2	25	0	3	1	11.2	4.8	0
0	0	2	26	0	3	2	11.2	8	0
0	0	2	27	0	3	3	11.2	11.2	0
0	0	2	28	0	3	4	11.2	14.4	0
0	0	2	29	0	3	5	11.2	17.6	0
0	0	2	30	0	3	6	11.2	20.8	0
0	0	2	31	0	3	7	11.2	24	0
0	0	2	32	0	4	0	14.4	1.6	0
0	0	2	33	0	4	1	14.4	4.8	0
0	0	2	34	0	4	2	14.4	8	0
0	0	2	35	0	4	3	14.4	11.2	0
0	0	2	36	0	4	4	14.4	14.4	0
0	0	2	37	0	4	5	14.4	17.6	0
0	0	2	38	0	4	6	14.4	20.8	0
0	0	2	39	0	4	7	14.4	24	0
0	0	2	40	0	5	0	17.6	1.6	0
0	0	2	41	0	5	1	17.6	4.8	0
0	0	2	42	0	5	2	17.6	8	0
0	0	2	43	0	5	3	17.6	11.2	0
0	0	2	44	0	5	4	17.6	14.4	0
0	0	2	45	0	5	5	17.6	17.6	0
0	0	2	46	0	5	6	17.6	20.8	0
0	0	2	47	0	5	7	17.6	24	0
0	0	2	48	0	6	0	20.8	1.6	0
0	0	2	49	0	6	1	20.8	4.8	0
0	0	2	50	0	6	2	20.8	8	0
0	0	2	51	0	6	3	20.8	11.2	0
0	0	2	52	0	6	4	20.8	14.4	0
0	0	2	53	0	6	5	20.8	17.6	0
0	0	2	54	0	6	6	20.8	20.8	0
0	0	2	55	0	6	7	20.8	24	0
0	0	2	56	0	7	0	24	1.6	0
0	0	2	57	0	7	1	24	4.8	0
0	0	2	58	0	7	2	24	8	0
0	0	2	59	0	7	3	24	11.2	0
0	0	2	60	0	7	4	24	14.4	0
0	0	2	61	0	7	5	24	17.6	0
0	0	2	62	0	7	6	24	20.8	0
0	0	2	63	0	7	7	24	24	0
# Connector F3									
0	0	4	0	1	0	0	1.6	1.6	0
0	0	4	1	1	0	1	1.6	4.8	0
0	0	4	2	1	0	2	1.6	8	0
0	0	4	3	1	0	3	1.6	11.2	0
0	0	4	4	1	0	4	1.6	14.4	0
0	0	4	5	1	0	5	1.6	17.6	0
0	0	4	6	1	0	6	1.6	20.8	0
0	0	4	7	1	0	7	1.6	24	0
0	0	4	8	1	1	0	4.8	1.6	0
0	0	4	9	1	1	1	4.8	4.8	0
0	0	4	10	1	1	2	4.8	8	0
0	0	4	11	1	1	3	4.8	11.2	0
0	0	4	12	1	1	4	4.8	14.4	0
0	0	4	13	1	1	5	4.8	17.6	0
0	0	4	14	1	1	6	4.8	20.8	0
0	0	4	15	1	1	7	4.8	24	0
0	0	4	16	1	2	0	8	1.6	0
0	0	4	17	1	2	1	8	4.8	0
0	0	4	18	1	2	2	8	8	0
0	0	4	19	1	2	3	8	11.2	0
0	0	4	20	1	2	4	8	14.4	0
0	0	4	21	1	2	5	8	17.6	0
0	0	4	22	1	2	6	8	20.8	0
0	0	4	23	1	2	7	8	24	0
0	0	4	24	1	3	0	11.2	1.6	0
0	0	4	25	1	3	1	11.2	4.8	0
0	0	4	26	1	3	2	11.2	8	0
0	0	4	27	1	3	3	11.2	11.2	0
0	0	4	28	1	3	4	11.2	14.4	0
0	0	4	29	1	3	5	11.2	17.6	0
0	0	4	30	1	3	6	11.2	20.8	0
0	0	4	31	1	3	7	11.2	24	0
0	0	4	32	1	4	0	14.4	1.6	0
0	0	4	33	1	4	1	14.4	4.8	0
0	0	4	34	1	4	2	14.4	8	0
0	0	4	35	1	4	3	14.4	11.2	0
0	0	4	36	1	4	4	14.4	14.4	0
0	0	4	37	1	4	5	14.4	17.6	0
0	0	4	38	1	4	6	14.4	20.8	0
0	0	4	39	1	4	7	14.4	24	0
0	0	4	40	1	5	0	17.6	1.6	0
0	0	4	41	1	5	1	17.6	4.8	0
0	0	4	42	1	5	2	17.6	8	0
0	0	4	43	1	5	3	17.6	11.2	0
0	0	4	44	1	5	4	17.6	14.4	0
0	0	4	45	1	5	5	17.6	17.6	0
0	0	4	46	1	5	6	17.6	20.8	0
0	0	4	47	1	5	7	17.6	24	0
0	0	4	48	1	6	0	20.8	1.6	0
0	0	4	49	1	6	1	20.8	4.8	0
0	0	4	50	1	6	2	20.8	8	0
0	0	4	51	1	6	3	20.8	11.2	0
0	0	4	52	1	6	4	20.8	14.4	0
0	0	4	53	1	6	5	20.8	17.6	0
0	0	4	54	1	6	6	20.8	20.8	0
0	0	4	55	1	6	7	20.8	24	0
0	0	4	56	1	7	0	24	1.6	0
0	0	4	57	1	7	1	24	4.8	0
0	0	4	58	1	7	2	24	8	0
0	0	4	59	1	7	3	24	11.2	0
0	0	4	60	1	7	4	24	14.4	0
0	0	4	61	1	7	5	24	17.6	0
0	0	4	62	1	7	6	24	20.8	0
0	0	4	63	1	7	7	24	24	0
# Connector F4									
0	0	6	0	1	0	0	1.6	1.6	0
0	0	6	1	1	0	1	1.6	4.8	0
0	0	6	2	1	0	2	1.6	8	0
0	0	6	3	1	0	3	1.6	11.2	0
0	0	6	4	1	0	4	1.6	14.4	0
0	0	6	5	1	0	5	1.6	17.6	0
0	0	6	6	1	0	6	1.6	20.8	0
0	0	6	7	1	0	7	1.6	24	0
0	0	6	8	1	1	0	4.8	1.6	0
0	0	6	9	1	1	1	4.8	4.8	0
0	0	6	10	1	1	2	4.8	8	0
0	0	6	11	1	1	3	4.8	11.2	0
0	0	6	12	1	1	4	4.8	14.4	0
0	0	6	13	1	1	5	4.8	17.6	0
0	0	6	14	1	1	6	4.8	20.8	0
0	0	6	15	1	1	7	4.8	24	0
0	0	6	16	1	2	0	8	1.6	0
0	0	6	17	1	2	1	8	4.8	0
0	0	6	18	1	2	2	8	8	0
0	0	6	19	1	2	3	8	11.2	0
0	0	6	20	1	2	4	8	14.4	0
0	0	6	21	1	2	5	8	17.6	0
0	0	6	22	1	2	6	8	20.8	0
0	0	6	23	1	2	7	8	24	0
0	0	6	24	1	3	0	11.2	1.6	0
0	0	6	25	1	3	1	11.2	4.8	0
0	0	6	26	1	3	2	11.2	8	0
0	0	6	27	1	3	3	11.2	11.2	0
0	0	6	28	1	3	4	11.2	14.4	0
0	0	6	29	1	3	5	11.2	17.6	0
0	0	6	30	1	3	6	11.2	20.8	0
0	0	6	31	1	3	7	11.2	24	0
0	0	6	32	1	4	0	14.4	1.6	0
0	0	6	33	1	4	1	14.4	4.8	0
0	0	6	34	1	4	2	14.4	8	0
0	0	6	35	1	4	3	14.4	11.2	0
0	0	6	36	1	4	4	14.4	14.4	0
0	0	6	37	1	4	5	14.4	17.6	0
0	0	6	38	1	4	6	14.4	20.8	0
0	0	6	39	1	4	7	14.4	24	0
0	0	6	40	1	5	0	17.6	1.6	0
0	0	6	41	1	5	1	17.6	4.8	0
0	0	6	42	1	5	2	17.6	8	0
0	0	6	43	1	5	3	17.6	11.2	0
0	0	6	44	1	5	4	17.6	14.4	0
0	0	6	45	1	5	5	17.6	17.6	0
0	0	6	46	1	5	6	17.6	20.8	0
0	0	6	47	1	5	7	17.6	24	0
0	0	6	48	1	6	0	20.8	1.6	0
0	0	6	49	1	6	1	20.8	4.8	0
0	0	6	50	1	6	2	20.8	8	0
0	0	6	51	1	6	3	20.8	11.2	0
0	0	6	52	1	6	4	20.8	14.4	0
0	0	6	53	1	6	5	20.8	17.6	0
0	0	6	54	1	6	6	20.8	20.8	0
0	0	6	55	1	6	7	20.8	24	0
0	0	6	56	1	7	0	24	1.6	0
0	0	6	57	1	7	1	24	4.8	0
0	0	6	58	1	7	2	24	8	0
0	0	6	59	1	7	3	24	11.2	0
0	0	6	60	1	7	4	24	14.4	0
0	0	6	61	1	7	5	24	17.6	0
0	0	6	62	1	7	6	24	20.8	0
0	0	6	63	1	7	7	24	24	0
# Connector F5									
0	0	8	0	2	0	0	1.6	1.6	0
0	0	8	1	2	0	1	1.6	4.8	0
0	0	8	2	2	0	2	1.6	8	0
0	0	8	3	2	0	3	1.6	11.2	0
0	0	8	4	2	0	4	1.6	14.4	0
0	0	8	5	2	0	5	1.6	17.6	0
0	0	8	6	2	0	6	1.6	20.8	0
0	0	8	7	2	0	7	1.6	24	0
0	0	8	8	2	1	0	4.8	1.6	0
0	0	8	9	2	1	1	4.8	4.8	0
0	0	8	10	2	1	2	4.8	8	0
0	0	8	11	2	1	3	4.8	11.2	0
0	0	8	12	2	1	4	4.8	14.4	0
0	0	8	13	2	1	5	4.8	17.6	0
0	0	8	14	2	1	6	4.8	20.8	0
0	0	8	15	2	1	7	4.8	24	0
0	0	8	16	2	2	0	8	1.6	0
0	0	8	17	2	2	1	8	4.8	0
0	0	8	18	2	2	2	8	8	0
0	0	8	19	2	2	3	8	11.2	0
0	0	8	20	2	2	4	8	14.4	0
0	0	8	21	2	2	5	8	17.6	0
0	0	8	22	2	2	6	8	20.8	0
0	0	8	23	2	2	7	8	24	0
0	0	8	24	2	3	0	11.2	1.6	0
0	0	8	25	2	3	1	11.2	4.8	0
0	0	8	26	2	3	2	11.2	8	0
0	0	8	27	2	3	3	11.2	11.2	0
0	0	8	28	2	3	4	11.2	14.4	0
0	0	8	29	2	3	5	11.2	17.6	0
0	0	8	30	2	3	6	11.2	20.8	0
0	0	8	31	2	3	7	11.2	24	0
0	0	8	32	2	4	0	14.4	1.6	0
0	0	8	33	2	4	1	14.4	4.8	0
0	0	8	34	2	4	2	14.4	8	0
0	0	8	35	2	4	3	14.4	11.2	0
0	0	8	36	2	4	4	14.4	14.4	0
0	0	8	37	2	4	5	14.4	17.6	0
0	0	8	38	2	4	6	14.4	20.8	0
0	0	8	39	2	4	7	14.4	24	0
0	0	8	40	2	5	0	17.6	1.6	0
0	0	8	41	2	5	1	17.6	4.8	0
0	0	8	42	2	5	2	17.6	8	0
0	0	8	43	2	5	3	17.6	11.2	0
0	0	8	44	2	5	4	17.6	14.4	0
0	0	8	45	2	5	5	17.6	17.6	0
0	0	8	46	2	5	6	17.6	20.8	0
0	0	8	47	2	5	7	17.6	24	0
0	0	8	48	2	6	0	20.8	1.6	0
0	0	8	49	2	6	1	20.8	4.8	0
0	0	8	50	2	6	2	20.8	8	0
0	0	8	51	2	6	3	20.8	11.2	0
0	0	8	52	2	6	4	20.8	14.4	0
0	0	8	53	2	6	5	20.8	17.6	0
0	0	8	54	2	6	6	20.8	20.8	0
0	0	8	55	2	6	7	20.8	24	0
0	0	8	56	2	7	0	24	1.6	0
0	0	8	57	2	7	1	24	4.8	0
0	0	8	58	2	7	2	24	8	0
0	0	8	59	2	7	3	24	11.2	0
0	0	8	60	2	7	4	24	14.4	0
0	0	8	61	2	7	5	24	17.6	0
0	0	8	62	2	7	6	24	20.8	0
0	0	8	63	2	7	7	24	24	0
# Connector F6									
0	0	10	0	2	0	0	1.6	1.6	0
0	0	10	1	2	0	1	1.6	4.8	0
0	0	10	2	2	0	2	1.6	8	0
0	0	10	3	2	0	3	1.6	11.2	0
0	0	10	4	2	0	4	1.6	14.4	0
0	0	10	5	2	0	5	1.6	17.6	0
0	0	10	6	2	0	6	1.6	20.8	0
0	0	10	7	2	0	7	1.6	24	0
0	0	10	8	2	1	0	4.8	1.6	0
0	0	10	9	2	1	1	4.8	4.8	0
0	0	10	10	2	1	2	4.8	8	0
0	0	10	11	2	1	3	4.8	11.2	0
0	0	10	12	2	1	4	4.8	14.4	0
0	0	10	13	2	1	5	4.8	17.6	0
0	0	10	14	2	1	6	4.8	20.8	0
0	0	10	15	2	1	7	4.8	24	0
0	0	10	16	2	2	0	8	1.6	0
0	0	10	17	2	2	1	8	4.8	0
0	0	10	18	2	2	2	8	8	0
0	0	10	19	2	2	3	8	11.2	0
0	0	10	20	2	2	4	8	14.4	0
0	0	10	21	2	2	5	8	17.6	0
0	0	10	22	2	2	6	8	20.8	0
0	0	10	23	2	2	7	8	24	0
0	0	10	24	2	3	0	11.2	1.6	0
0	0	10	25	2	3	1	11.2	4.8	0
0	0	10	26	2	3	2	11.2	8	0
0	0	10	27	2	3	3	11.2	11.2	0
0	0	10	28	2	3	4	11.2	14.4	0
0	0	10	29	2	3	5	11.2	17.6	0
0	0	10	30	2	3	6	11.2	20.8	0
0	0	10	31	2	3	7	11.2	24	0
0	0	10	32	2	4	0	14.4	1.6	0
0	0	10	33	2	4	1	14.4	4.8	0
0	0	10	34	2	4	2	14.4	8	0
0	0	10	35	2	4	3	14.4	11.2	0
0	0	10	36	2	4	4	14.4	14.4	0
0	0	10	37	2	4	5	14.4	17.6	0
0	0	10	38	2	4	6	14.4	20.8	0
0	0	10	39	2	4	7	14.4	24	0
0	0	10	40	2	5	0	17.6	1.6	0
0	0	10	41	2	5	1	17.6	4.8	0
0	0	10	42	2	5	2	17.6	8	0
0	0	10	43	2	5	3	17.6	11.2	0
0	0	10	44	2	5	4	17.6	14.4	0
0	0	10	45	2	5	5	17.6	17.6	0
0	0	10	46	2	5	6	17.6	20.8	0
0	0	10	47	2	5	7	17.6	24	0
0	0	10	48	2	6	0	20.8	1.6	0
0	0	10	49	2	6	1	20.8	4.8	0
0	0	10	50	2	6	2	20.8	8	0
0	0	10	51	2	6	3	20.8	11.2	0
0	0	10	52	2	6	4	20.8	14.4	0
0	0	10	53	2	6	5	20.8	17.6	0
0	0	10	54	2	6	6	20.8	20.8	0
0	0	10	55	2	6	7	20.8	24	0
0	0	10	56	2	7	0	24	1.6	0
0	0	10	57	2	7	1	24	4.8	0
0	0	10	58	2	7	2	24	8	0
0	0	10	59	2	7	3	24	11.2	0
0	0	10	60	2	7	4	24	14.4	0
0	0	10	61	2	7	5	24	17.6	0
0	0	10	62	2	7	6	24	20.8	0
0	0	10	63	2	7	7	24	24	0
# Connector F7									
0	0	12	0	3	0	0	1.6	1.6	0
0	0	12	1	3	0	1	1.6	4.8	0
0	0	12	2	3	0	2	1.6	8	0
0	0	12	3	3	0	3	1.6	11.2	0
0	0	12	4	3	0	4	1.6	14.4	0
0	0	12	5	3	0	5	1.6	17.6	0
0	0	12	6	3	0	6	1.6	20.8	0
0	0	12	7	3	0	7	1.6	24	0
0	0	12	8	3	1	0	4.8	1.6	0
0	0	12	9	3	1	1	4.8	4.8	0
0	0	12	10	3	1	2	4.8	8	0
0	0	12	11	3	1	3	4.8	11.2	0
0	0	12	12	3	1	4	4.8	14.4	0
0	0	12	13	3	1	5	4.8	17.6	0
0	0	12	14	3	1	6	4.8	20.8	0
0	0	12	15	3	1	7	4.8	24	0
0	0	12	16	3	2	0	8	1.6	0
0	0	12	17	3	2	1	8	4.8	0
0	0	12	18	3	2	2	8	8	0
0	0	12	19	3	2	3	8	11.2	0
0	0	12	20	3	2	4	8	14.4	0
0	0	12	21	3	2	5	8	17.6	0
0	0	12	22	3	2	6	8	20.8	0
0	0	12	23	3	2	7	8	24	0
0	0	12	24	3	3	0	11.2	1.6	0
0	0	12	25	3	3	1	11.2	4.8	0
0	0	12	26	3	3	2	11.2	8	0
0	0	12	27	3	3	3	11.2	11.2	0
0	0	12	28	3	3	4	11.2	14.4	0
0	0	12	29	3	3	5	11.2	17.6	0
0	0	12	30	3	3	6	11.2	20.8	0
0	0	12	31	3	3	7	11.2	24	0
0	0	12	32	3	4	0	14.4	1.6	0
0	0	12	33	3	4	1	14.4	4.8	0
0	0	12	34	3	4	2	14.4	8	0
0	0	12	35	3	4	3	14.4	11.2	0
0	0	12	36	3	4	4	14.4	14.4	0
0	0	12	37	3	4	5	14.4	17.6	0
0	0	12	38	3	4	6	14.4	20.8	0
0	0	12	39	3	4	7	14.4	24	0
0	0	12	40	3	5	0	17.6	1.6	0
0	0	12	41	3	5	1	17.6	4.8	0
0	0	12	42	3	5	2	17.6	8	0
0	0	12	43	3	5	3	17.6	11.2	0
0	0	12	44	3	5	4	17.6	14.4	0
0	0	12	45	3	5	5	17.6	17.6	0
0	0	12	46	3	5	6	17.6	20.8	0
0	0	12	47	3	5	7	17.6	24	0
0	0	12	48	3	6	0	20.8	1.6	0
0	0	12	49	3	6	1	20.8	4.8	0
0	0	12	50	3	6	2	20.8	8	0
0	0	12	51	3	6	3	20.8	11.2	0
0	0	12	52	3	6	4	20.8	14.4	0
0	0	12	53	3	6	5	20.8	17.6	0
0	0	12	54	3	6	6	20.8	20.8	0
0	0	12	55	3	6	7	20.8	24	0
0	0	12	56	3	7	0	24	1.6	0
0	0	12	57	3	7	1	24	4.8	0
0	0	12	58	3	7	2	24	8	0
0	0	12	59	3	7	3	24	11.2	0
0	0	12	60	3	7	4	24	14.4	0
0	0	12	61	3	7	5	24	17.6	0
0	0	12	62	3	7	6	24	20.8	0
0	0	12	63	3	7	7	24	24	0
# Connector F8									
0	0	14	0	3	0	0	1.6	1.6	0
0	0	14	1	3	0	1	1.6	4.8	0
0	0	14	2	3	0	2	1.6	8	0
0	0	14	3	3	0	3	1.6	11.2	0
0	0	14	4	3	0	4	1.6	14.4	0
0	0	14	5	3	0	5	1.6	17.6	0
0	0	14	6	3	0	6	1.6	20.8	0
0	0	14	7	3	0	7	1.6	24	0
0	0	14	8	3	1	0	4.8	1.6	0
0	0	14	9	3	1	1	4.8	4.8	0
0	0	14	10	3	1	2	4.8	8	0
0	0	14	11	3	1	3	4.8	11.2	0
0	0	14	12	3	1	4	4.8	14.4	0
0	0	14	13	3	1	5	4.8	17.6	0
0	0	14	14	3	1	6	4.8	20.8	0
0	0	14	15	3	1	7	4.8	24	0
0	0	14	16	3	2	0	8	1.6	0
0	0	14	17	3	2	1	8	4.8	0
0	0	14	18	3	2	2	8	8	0
0	0	14	19	3	2	3	8	11.2	0
0	0	14	20	3	2	4	8	14.4	0
0	0	14	21	3	2	5	8	17.6	0
0	0	14	22	3	2	6	8	20.8	0
0	0	14	23	3	2	7	8	24	0
0	0	14	24	3	3	0	11.2	1.6	0
0	0	14	25	3	3	1	11.2	4.8	0
0	0	14	26	3	3	2	11.2	8	0
0	0	14	27	3	3	3	11.2	11.2	0
0	0	14	28	3	3	4	11.2	14.4	0
0	0	14	29	3	3	5	11.2	17.6	0
0	0	14	30	3	3	6	11.2	20.8	0
0	0	14	31	3	3	7	11.2	24	0
0	0	14	32	3	4	0	14.4	1.6	0
0	0	14	33	3	4	1	14.4	4.8	0
0	0	14	34	3	4	2	14.4	8	0
0	0	14	35	3	4	3	14.4	11.2	0
0	0	14	36	3	4	4	14.4	14.4	0
0	0	14	37	3	4	5	14.4	17.6	0
0	0	14	38	3	4	6	14.4	20.8	0
0	0	14	39	3	4	7	14.4	24	0
0	0	14	40	3	5	0	17.6	1.6	0
0	0	14	41	3	5	1	17.6	4.8	0
0	0	14	42	3	5	2	17.6	8	0
0	0	14	43	3	5	3	17.6	11.2	0
0	0	14	44	3	5	4	17.6	14.4	0
0	0	14	45	3	5	5	17.6	17.6	0
0	0	14	46	3	5	6	17.6	20.8	0
0	0	14	47	3	5	7	17.6	24	0
0	0	14	48	3	6	0	20.8	1.6	0
0	0	14	49	3	6	1	20.8	4.8	0
0	0	14	50	3	6	2	20.8	8	0
0	0	14	51	3	6	3	20.8	11.2	0
0	0	14	52	3	6	4	20.8	14.4	0
0	0	14	53	3	6	5	20.8	17.6	0
0	0	14	54	3	6	6	20.8	20.8	0
0	0	14	55	3	6	7	20.8	24	0
0	0	14	56	3	7	0	24	1.6	0
0	0	14	57	3	7	1	24	4.8	0
0	0	14	58	3	7	2	24	8	0
0	0	14	59	3	7	3	24	11.2	0
0	0	14	60	3	7	4	24	14.4	0
0	0	14	61	3	7	5	24	17.6	0
0	0	14	62	3	7	6	24	20.8	0
0	0	14	63	3	7	7	24	24	0
