# These are fake values which do not correspond to any physical SiPM									
# portID	slaveID	chipID	channelID	regionID	xi	yi	x	y	z
# slot J15									
0	0	0	42	0	5	2	17.6	8	0
0	0	0	43	0	5	3	17.6	11.2	0
0	0	0	44	0	5	4	17.6	14.4	0
0	0	0	45	0	5	5	17.6	17.6	0
0	0	0	46	0	5	6	17.6	20.8	0
0	0	0	47	0	5	7	17.6	24	0
0	0	0	48	0	6	0	20.8	1.6	0
0	0	0	49	0	6	1	20.8	4.8	0
0	0	0	50	0	6	2	20.8	8	0
0	0	0	51	0	6	3	20.8	11.2	0
0	0	0	52	0	6	4	20.8	14.4	0
0	0	0	53	0	6	5	20.8	17.6	0
0	0	0	54	0	6	6	20.8	20.8	0
0	0	0	55	0	6	7	20.8	24	0
0	0	0	56	0	7	0	24	1.6	0
0	0	0	57	0	7	1	24	4.8	0
0	0	0	58	0	7	2	24	8	0
0	0	0	59	0	7	3	24	11.2	0
0	0	0	60	0	7	4	24	14.4	0
0	0	0	61	0	7	5	24	17.6	0
0	0	0	62	0	7	6	24	20.8	0
0	0	0	63	0	7	7	24	24	0
# Connector J16									
0	0	1	0	1	0	0	1.6	1.6	0
0	0	1	1	1	0	1	1.6	4.8	0
0	0	1	2	1	0	2	1.6	8	0
0	0	1	3	1	0	3	1.6	11.2	0
0	0	1	4	1	0	4	1.6	14.4	0
0	0	1	5	1	0	5	1.6	17.6	0
0	0	1	6	1	0	6	1.6	20.8	0
0	0	1	7	1	0	7	1.6	24	0
0	0	1	8	1	1	0	4.8	1.6	0
0	0	1	9	1	1	1	4.8	4.8	0
0	0	1	10	1	1	2	4.8	8	0
0	0	1	11	1	1	3	4.8	11.2	0
0	0	1	12	1	1	4	4.8	14.4	0
0	0	1	13	1	1	5	4.8	17.6	0
0	0	1	14	1	1	6	4.8	20.8	0
0	0	1	15	1	1	7	4.8	24	0
0	0	1	16	1	2	0	8	1.6	0
0	0	1	17	1	2	1	8	4.8	0
0	0	1	18	1	2	2	8	8	0
0	0	1	19	1	2	3	8	11.2	0
0	0	1	20	1	2	4	8	14.4	0
0	0	1	21	1	2	5	8	17.6	0
0	0	1	22	1	2	6	8	20.8	0
0	0	1	23	1	2	7	8	24	0
0	0	1	24	1	3	0	11.2	1.6	0
0	0	1	25	1	3	1	11.2	4.8	0
0	0	1	26	1	3	2	11.2	8	0
0	0	1	27	1	3	3	11.2	11.2	0
0	0	1	28	1	3	4	11.2	14.4	0
0	0	1	29	1	3	5	11.2	17.6	0
0	0	1	30	1	3	6	11.2	20.8	0
0	0	1	31	1	3	7	11.2	24	0
0	0	1	32	1	4	0	14.4	1.6	0
0	0	1	33	1	4	1	14.4	4.8	0
0	0	1	34	1	4	2	14.4	8	0
0	0	1	35	1	4	3	14.4	11.2	0
0	0	1	36	1	4	4	14.4	14.4	0
0	0	1	37	1	4	5	14.4	17.6	0
0	0	1	38	1	4	6	14.4	20.8	0
0	0	1	39	1	4	7	14.4	24	0
0	0	1	40	1	5	0	17.6	1.6	0
0	0	1	41	1	5	1	17.6	4.8	0
0	0	1	42	1	5	2	17.6	8	0
0	0	1	43	1	5	3	17.6	11.2	0
0	0	1	44	1	5	4	17.6	14.4	0
0	0	1	45	1	5	5	17.6	17.6	0
0	0	1	46	1	5	6	17.6	20.8	0
0	0	1	47	1	5	7	17.6	24	0
0	0	1	48	1	6	0	20.8	1.6	0
0	0	1	49	1	6	1	20.8	4.8	0
0	0	1	50	1	6	2	20.8	8	0
0	0	1	51	1	6	3	20.8	11.2	0
0	0	1	52	1	6	4	20.8	14.4	0
0	0	1	53	1	6	5	20.8	17.6	0
0	0	1	54	1	6	6	20.8	20.8	0
0	0	1	55	1	6	7	20.8	24	0
0	0	1	56	1	7	0	24	1.6	0
0	0	1	57	1	7	1	24	4.8	0
0	0	1	58	1	7	2	24	8	0
0	0	1	59	1	7	3	24	11.2	0
0	0	1	60	1	7	4	24	14.4	0
0	0	1	61	1	7	5	24	17.6	0
0	0	1	62	1	7	6	24	20.8	0
0	0	1	63	1	7	7	24	24	0
